uuid,activation_date,total_cost,product_name,customer_gender,long,lat,country,follow_on_cost,downpmt_cost,contract_days,follow_on_days,receivable_per_day,organization,exchange_rate,adm2
d73582fa,2024-06-20,61728.39506,SunClassic + Radio,Male,10.634,10.745,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Gombe
d7383af0,2024-09-14,16447.36842,SunClassic + Radio,Male,39.964,2.503,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,WAJIR
d73bbf7c,2024-05-05,10964.91228,SunClassic,Female,35.641,0.097,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,BARINGO
d73bbfcd,2022-01-02,16447.36842,SunClassic + Radio,Male,37.259,-1.521,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,MACHAKOS
d73e28fa,2023-02-20,16447.36842,SunClassic + Radio,Male,36.674,0.79,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,LAIKIPIA
d742846d,2024-03-06,16447.36842,SunClassic + Radio,Female,39.419,1.27,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,WAJIR
d74869ac,2024-07-10,16447.36842,SunClassic + Radio,Male,39.11,2.301,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,WAJIR
d74af207,2022-03-24,41152.26337,SunCookstove,Female,9.923,12.259,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Jigawa
d74f0c3d,2021-09-27,10964.91228,SunClassic,Male,36.701,0.378,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,LAIKIPIA
d751344c,2023-08-12,10964.91228,SunClassic,Female,36.677,1.029,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,SAMBURU
d756451b,2021-07-25,109649.1228,SunPump,Female,38.321,2.573,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,MARSABIT
d75750c3,2024-07-18,41152.26337,SunCookstove,Female,11.335,7.656,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Taraba
d759c217,2023-01-10,10964.91228,SunClassic,Male,37.032,-0.53,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NYERI
d75c3668,2024-05-07,16447.36842,SunClassic + Radio,Female,39.285,-0.557,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,TANA RIVER
d75c6675,2024-08-07,10964.91228,SunClassic,Male,40.045,1.813,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
d75d35d4,2024-07-19,10964.91228,SunClassic,Female,35.97,3.04,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TURKANA
d75dff97,2023-05-22,10964.91228,SunCookstove,Female,36.746,-1.025,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,KIAMBU
d75ec834,2024-08-06,16447.36842,SunClassic + Radio,Male,36.438,3.223,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,MARSABIT
d7612efa,2024-08-07,21929.82456,SunExtra + Radio,Female,38.43,-0.978,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,KITUI
d7687ecd,2023-04-02,10964.91228,SunClassic,Female,36.897,2.695,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d76a0da6,2024-03-22,10964.91228,SunCookstove,Male,37.169,1.865,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,SAMBURU
d76a19a6,2024-09-09,102880.6584,SunSuper TV,Male,7.159,11.933,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Zamfara
d774f122,2024-06-24,21929.82456,SunExtra + Radio,Female,35.851,1.092,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,BARINGO
d777a985,2023-06-16,82304.52675,SunExtra + Radio,Female,8.109,9.507,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Kaduna
d77a36c0,2023-08-25,10964.91228,SunCookstove,Male,36.239,2.982,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d77b7541,2023-12-09,10964.91228,SunClassic,Female,35.764,-0.571,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NAROK
d7810083,2024-05-19,10964.91228,SunCookstove,Male,35.47,1.708,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WEST POKOT
d7820b1f,2022-06-26,82304.52675,SunExtra + Radio,Female,6.129,7.817,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Kogi
d7883fe3,2022-09-30,41152.26337,SunCookstove,Female,10.688,9.353,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Taraba
d78afb6a,2024-01-23,82304.52675,SunExtra + Radio,Male,6.794,10.834,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Kaduna
d78bc0ab,2023-03-09,41152.26337,SunClassic,Male,9.446,12.421,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Jigawa
d78f9650,2022-02-22,109649.1228,SunPump,Male,36.371,1.11,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,TURKANA
d792232c,2024-07-03,21929.82456,SunExtra + Radio,Female,38.709,2.338,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,MARSABIT
d79494ad,2023-10-08,10964.91228,SunClassic,Male,35.743,1.978,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TURKANA
d7958988,2021-01-02,109649.1228,SunPump,Female,40.4,1.459,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,WAJIR
d795c5d7,2024-07-17,16447.36842,SunClassic + Radio,Female,37.187,-1.48,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,MACHAKOS
d79731fa,2024-07-18,21929.82456,SunExtra + Radio,Male,37.022,-1.499,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,MACHAKOS
d79a17eb,2022-06-10,10964.91228,SunClassic,Female,35.795,-0.563,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NAROK
d79b2557,2023-05-20,10964.91228,SunClassic,Female,36.264,3.184,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d79b4148,2023-11-10,10964.91228,SunCookstove,Female,38.003,2.639,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d79e1952,2023-07-12,109649.1228,SunPump,Male,35.501,3.034,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,TURKANA
d79ed52c,2023-12-20,21929.82456,SunExtra + Radio,Male,40.226,-0.334,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,GARISSA
d7a596d9,2023-12-23,10964.91228,SunClassic,Female,36.732,-1.308,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NAIROBI
d7a7da9b,2024-07-10,10964.91228,SunClassic,Female,40.386,0.231,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
d7adfd86,2024-02-05,109649.1228,SunPump,Male,35.411,2.373,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,TURKANA
d7b6e45b,2024-09-13,16447.36842,SunClassic + Radio,Male,39.452,1.265,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,WAJIR
d7ba5fe4,2024-03-22,27412.2807,SunSuper TV,Male,35.43,0.111,Kenya,25219.29825,2192.982456,125,115,219.2982456,SunCompany,0.00912,UASIN GISHU
d7bb033a,2023-11-04,16447.36842,SunClassic + Radio,Male,37.187,0.222,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,LAIKIPIA
d7bb7863,2023-09-26,10964.91228,SunCookstove,Male,40.308,2.492,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
d7bdf001,2022-01-07,61728.39506,SunClassic + Radio,Male,8.328,11.689,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Kano
d7c0f95b,2022-11-05,10964.91228,SunClassic,Male,38.904,1.901,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,ISIOLO
d7cb3680,2022-12-25,102880.6584,SunSuper TV,Female,10.166,11.252,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Bauchi
d7cfa9df,2024-10-11,16447.36842,SunClassic + Radio,Male,38.645,-0.564,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,KITUI
d7d04912,2023-07-15,16447.36842,SunClassic + Radio,Female,35.377,1.535,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,WEST POKOT
d7d22720,2024-10-13,21929.82456,SunExtra + Radio,Male,39.435,-0.739,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,TANA RIVER
d7d26872,2024-07-25,10964.91228,SunClassic,Male,38.03,0.281,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MERU
d7d69646,2021-09-20,10964.91228,SunClassic,Female,37.667,-1.289,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MACHAKOS
d7d69df7,2023-10-15,21929.82456,SunExtra + Radio,Female,36.577,0.075,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,LAIKIPIA
d7db7247,2024-05-12,102880.6584,SunSuper TV,Female,6.176,9.697,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Niger
d7dfc0bd,2023-03-19,16447.36842,SunClassic + Radio,Female,36.715,0.59,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,LAIKIPIA
d7e40b1d,2022-11-12,21929.82456,SunExtra + Radio,Male,36.458,2.781,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,MARSABIT
d7ecad3e,2023-03-19,10964.91228,SunClassic,Male,37.012,1.74,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,SAMBURU
d7ede42e,2023-05-25,10964.91228,SunClassic,Female,39.885,-0.576,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,GARISSA
d7f1003d,2022-08-13,10964.91228,SunCookstove,Male,38.763,-0.762,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,KITUI
d7f13c67,2023-11-28,10964.91228,SunClassic,Female,36.154,1.256,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TURKANA
d7f298ba,2022-10-06,10964.91228,SunCookstove,Female,37.632,-0.533,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,EMBU
d7f5d636,2023-03-26,82304.52675,SunExtra + Radio,Male,10.984,9.82,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Gombe
d7f8840b,2023-02-21,10964.91228,SunClassic,Female,36.857,1.117,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,SAMBURU
d7f8b689,2021-05-06,16447.36842,SunClassic + Radio,Female,38.414,1.641,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,ISIOLO
d7fc39a2,2021-02-04,82304.52675,SunExtra + Radio,Male,7.244,9.25,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Niger
d7fd3469,2022-09-10,102880.6584,SunSuper TV,Female,7.852,12.49,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Katsina
d7ff1108,2024-06-06,10964.91228,SunClassic,Male,37.463,0.62,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,SAMBURU
d8005226,2022-08-01,102880.6584,SunSuper TV,Female,11.207,9.623,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Gombe
d807e988,2022-07-09,10964.91228,SunCookstove,Male,37.887,0.726,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,ISIOLO
d80ac523,2023-06-01,21929.82456,SunExtra + Radio,Female,35.402,0.042,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,UASIN GISHU
d80fabad,2024-01-03,16447.36842,SunClassic + Radio,Male,36.212,1.603,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,TURKANA
d80fd4c7,2022-07-15,16447.36842,SunClassic + Radio,Male,38.431,1.398,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,ISIOLO
d81c9d98,2024-02-14,109649.1228,SunPump,Male,36.084,-0.834,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,NAROK
d81cd8b3,2023-10-22,41152.26337,SunCookstove,Female,5.897,11.417,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Kebbi
d8236504,2023-06-17,10964.91228,SunClassic,Female,38.998,-1.424,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TANA RIVER
d8262ed2,2021-08-27,10964.91228,SunClassic,Male,36.708,1.829,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,SAMBURU
d8291834,2024-04-01,10964.91228,SunClassic,Female,39.582,2.659,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
d82a01c9,2024-08-04,16447.36842,SunClassic + Radio,Male,37.26,-0.634,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,KIRINYAGA
d82aba89,2023-01-12,10964.91228,SunClassic,Female,39.799,-1.45,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TANA RIVER
d82ad3d5,2024-06-05,61728.39506,SunClassic + Radio,Male,11.24,11.793,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Yobe
d82b28f9,2023-02-25,27412.2807,SunSuper TV,Female,37.347,1.435,Kenya,25219.29825,2192.982456,125,115,219.2982456,SunCompany,0.00912,SAMBURU
d82e3e55,2024-06-07,10964.91228,SunClassic,Male,39.688,1.381,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
d82e4ee5,2023-10-12,21929.82456,SunExtra + Radio,Female,40.53,-0.562,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,GARISSA
d82f9ed9,2024-01-15,16447.36842,SunClassic + Radio,Female,35.731,0.824,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,BARINGO
d832a4b2,2021-05-27,109649.1228,SunPump,Female,35.615,0.219,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,ELGEYO-MARAKWET
d834080d,2023-10-07,41152.26337,SunClassic,Female,4.353,12.085,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Kebbi
d835ae08,2023-01-05,10964.91228,SunClassic,Female,40.485,3.198,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MANDERA
d835c06b,2024-09-27,10964.91228,SunClassic,Male,36.17,0.827,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,BARINGO
d8377fea,2022-03-26,21929.82456,SunExtra + Radio,Male,36.656,1.423,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,SAMBURU
d8394f36,2023-01-29,10964.91228,SunCookstove,Male,39.726,0.733,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
d83b294a,2024-04-14,10964.91228,SunCookstove,Male,39.809,2.095,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
d83b7a72,2022-07-20,411522.6337,SunPump,Female,11.156,9.929,Nigeria,349794.2387,61728.39506,400,340,1028.806584,SunCompany,0.00243,Gombe
d83de04a,2024-01-06,41152.26337,SunClassic,Female,4.608,10.878,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Niger
d83fa17b,2023-07-12,10964.91228,SunClassic,Female,35.699,0.216,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,ELGEYO-MARAKWET
d84065e5,2024-07-14,10964.91228,SunClassic,Female,37.843,1.213,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,SAMBURU
d841477c,2024-06-14,16447.36842,SunClassic + Radio,Female,36.506,2.461,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,TURKANA
d8496695,2021-04-14,102880.6584,SunSuper TV,Female,7.919,10.247,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Kaduna
d84daecf,2024-03-09,61728.39506,SunClassic + Radio,Female,9.5,11.871,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Jigawa
d84e68aa,2024-04-23,10964.91228,SunClassic,Male,37.28,0.885,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,SAMBURU
d84fab36,2021-08-30,10964.91228,SunClassic,Female,37.304,3.156,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d8518199,2023-02-16,10964.91228,SunClassic,Female,38.671,-0.945,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,KITUI
d8519d6d,2024-04-11,10964.91228,SunClassic,Male,39.139,1.3,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,ISIOLO
d8589e5a,2023-01-29,411522.6337,SunPump,Female,5.597,9.556,Nigeria,349794.2387,61728.39506,400,340,1028.806584,SunCompany,0.00243,Niger
d85fe746,2024-06-28,27412.2807,SunSuper TV,Female,38.402,0.391,Kenya,25219.29825,2192.982456,125,115,219.2982456,SunCompany,0.00912,ISIOLO
d8607be0,2023-11-25,16447.36842,SunClassic + Radio,Male,39.498,1.062,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,WAJIR
d86211ba,2024-10-08,10964.91228,SunClassic,Male,36.016,0.386,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,BARINGO
d862d6a9,2024-09-23,10964.91228,SunCookstove,Female,37.55,-1.099,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MACHAKOS
d86300c5,2023-08-07,10964.91228,SunClassic,Female,39.111,-0.368,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TANA RIVER
d864f10d,2024-05-17,82304.52675,SunExtra + Radio,Male,10.773,12.389,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Yobe
d8689a11,2021-02-08,41152.26337,SunCookstove,Female,8.52,11.373,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Kano
d873c2ad,2024-06-20,10964.91228,SunClassic,Male,39.543,1.983,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
d87689a8,2024-05-26,61728.39506,SunClassic + Radio,Male,6.989,11.544,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Katsina
d87bf26a,2024-02-15,82304.52675,SunExtra + Radio,Female,6.705,8.616,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Niger
d87df4d6,2022-07-01,10964.91228,SunClassic,Female,35.743,2.349,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TURKANA
d8832229,2024-04-27,10964.91228,SunClassic,Female,37.871,2.861,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d883c7a9,2024-07-27,27412.2807,SunSuper TV,Female,39.944,-0.866,Kenya,25219.29825,2192.982456,125,115,219.2982456,SunCompany,0.00912,GARISSA
d884a923,2024-10-23,21929.82456,SunExtra + Radio,Male,40.525,-1.206,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,GARISSA
d88670fd,2022-12-22,16447.36842,SunClassic + Radio,Male,37.703,0.82,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,SAMBURU
d889d66c,2022-02-28,16447.36842,SunClassic + Radio,Male,38.563,0.106,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,ISIOLO
d88d0828,2024-04-21,411522.6337,SunPump,Female,5.03,8.077,Nigeria,349794.2387,61728.39506,400,340,1028.806584,SunCompany,0.00243,Kwara
d88e183f,2024-08-26,10964.91228,SunClassic,Male,38.14,-1.398,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,KITUI
d8912cd1,2023-10-10,41152.26337,SunCookstove,Female,9.755,10.224,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Bauchi
d8922497,2024-08-22,10964.91228,SunClassic,Male,35.614,1.624,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WEST POKOT
d8923461,2024-08-06,61728.39506,SunClassic + Radio,Female,4.795,8.323,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Kwara
d89639f3,2024-03-25,10964.91228,SunClassic,Male,36.915,1.011,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,SAMBURU
d8982c83,2024-05-12,109649.1228,SunPump,Female,39.484,-0.189,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,TANA RIVER
d89a0ee5,2023-04-13,10964.91228,SunClassic,Male,38.916,-1.522,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,KITUI
d89ae828,2021-03-14,41152.26337,SunCookstove,Female,6.038,12.002,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Zamfara
d89cc182,2024-02-26,10964.91228,SunClassic,Female,37.702,2.048,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d8a09367,2024-10-26,10964.91228,SunCookstove,Male,35.828,-1.107,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NAROK
d8a16fa5,2024-10-03,10964.91228,SunClassic,Female,38.091,2.004,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d8a20996,2023-05-03,10964.91228,SunClassic,Female,37.399,0.406,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,ISIOLO
d8a3b82d,2023-05-31,10964.91228,SunClassic,Male,37.457,2.896,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d8a693fb,2023-09-01,16447.36842,SunClassic + Radio,Male,36.831,0.311,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,LAIKIPIA
d8b22632,2023-05-03,10964.91228,SunClassic,Male,35.854,-0.285,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NAKURU
d8b5a7fd,2024-05-03,16447.36842,SunClassic + Radio,Male,37.509,0.116,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,MERU
d8b639e1,2024-03-04,10964.91228,SunClassic,Female,37.858,2.767,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d8b71e9d,2022-02-19,10964.91228,SunClassic,Male,39.129,-1.189,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TANA RIVER
d8b991b6,2024-07-22,27412.2807,SunSuper TV,Female,37.522,0.68,Kenya,25219.29825,2192.982456,125,115,219.2982456,SunCompany,0.00912,SAMBURU
d8b9a526,2022-10-11,10964.91228,SunClassic,Male,39,2.65,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d8bbd0c0,2024-07-20,10964.91228,SunCookstove,Male,36.619,2.494,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d8befcc2,2022-03-23,10964.91228,SunClassic,Female,40.477,1.263,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
d8c20cf0,2022-12-07,82304.52675,SunExtra + Radio,Male,9.993,9.575,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Plateau
d8c4bcce,2023-08-09,16447.36842,SunClassic + Radio,Female,36.762,-0.959,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,KIAMBU
d8c4c87b,2024-10-20,10964.91228,SunClassic,Female,38.106,-0.885,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,KITUI
d8c4fb84,2024-08-31,61728.39506,SunClassic + Radio,Female,7.134,10.086,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Kaduna
d8c5cec5,2022-05-05,109649.1228,SunPump,Female,39.256,1.142,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,ISIOLO
d8c7761f,2022-04-09,10964.91228,SunClassic,Male,37.514,2.702,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d8c7c07d,2024-01-27,109649.1228,SunPump,Female,39.873,2.366,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,WAJIR
d8cb6c4f,2024-07-07,10964.91228,SunClassic,Female,38.398,1.859,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d8cfebb0,2024-08-10,10964.91228,SunClassic,Male,38.176,1.673,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
d8d3d261,2023-01-01,109649.1228,SunPump,Male,36.429,-1.278,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,KAJIADO
d8d472e2,2022-10-17,16447.36842,SunClassic + Radio,Female,38.6,-1.379,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,KITUI
d8d584b1,2024-10-30,82304.52675,SunExtra + Radio,Female,8.281,11.25,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Kaduna
d8d7693f,2023-04-20,109649.1228,SunPump,Female,40.465,1.772,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,WAJIR
d8d9ae31,2022-04-04,21929.82456,SunExtra + Radio,Female,37.617,2.152,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,MARSABIT
d8db5f0b,2023-11-30,82304.52675,SunExtra + Radio,Female,9.111,11.208,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Bauchi
d8dc091c,2023-04-29,10964.91228,SunClassic,Female,40.458,-1.215,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,GARISSA
d8dd35dc,2024-04-23,109649.1228,SunPump,Female,35.387,0.532,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,UASIN GISHU
d8e047e8,2024-01-26,41152.26337,SunClassic,Female,9.343,8.381,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Nasarawa
d8e34254,2023-04-12,16447.36842,SunClassic + Radio,Female,39.705,-0.059,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,GARISSA
d8e6ea7f,2023-09-27,61728.39506,SunClassic + Radio,Female,8.389,8.06,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Benue
d8e78a9b,2023-04-30,102880.6584,SunSuper TV,Male,5.508,11.737,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Zamfara
